KYN	Best Cluster (kcal/mol)	Run	Largest Cluster (kcal/mol)	Run	Best Cluster Res (kcal/mol)	Run	Largest Cluster Res (kcal/mol)	Run	Largest Cluster Res Best (kcal/mol)	Run	Largest Cluster Res Mean (kcal/mol)	bestbest (kcal/mol)	Run	Largest Cluster	Num in Largest Cluster
Q16773_1_422_4wlj_pdb_KYNU_PLP_2.dlg	-17.33	8	-15.89	96	-8.08	8	-7.59	96	-8.41	10	-6.65	-8.48	72	2	47
Q8N5Z0_1_425_4geb_pdb_KYNU_PLP_1.dlg	-15.69	53	-15.69	53	-6.46	53	-6.46	53	-6.86	12	-5.78	-8.58	14	1	33
Q16773_3_421_4ge9.1.A_swissmodel_KYNU_PLP_1.dlg	-6.47	10	-2.86	57	-4.99	10	-0.69	57	-0.69	57	1.47	-5.4	52	17	7
P13196_189_573_3hqt.1.A_swissmodel_KYNU_PLP_2.dlg	-10.93	50	-10.93	50	-4.73	50	-4.73	50	-6.09	20	-4.53	-7.47	11	1	50
O15382_28_392_5bwu_pdb_KYNU_PLP_2.dlg	-15.17	68	-15.17	68	-6.91	68	-6.91	68	-7.66	44	-6.6	-8.99	60	1	33
Q16773_1_422_3fvu_pdb_KYNU_PLP_1.dlg	-14.51	30	-14.51	30	-6.92	30	-6.92	30	-7.22	44	-6.37	-7.82	15	1	40
Q9BYV1_65_508_5g4i.1.A_swissmodel_KYNU_PLP_1.dlg	-10.42	55	-10.42	55	-3.96	55	-3.96	55	-4.91	71	-4.44	-6.15	17	1	19
P34897_43_504_4pvf.1.A_swissmodel_KYNU_PLP_1.dlg	-10.93	88	-10.93	88	-4.72	88	-4.72	88	-5.97	29	-4.46	-7.48	85	1	19
P04181_38_439_2can_pdb_KYNU_PLP_2.dlg	-13.03	53	-10.39	28	-8.43	53	-5.92	28	-6.01	90	-5.14	-8.43	53	6	40
P32929_10_399_3cog.1.A_swissmodel_KYNU_PLP_4.dlg	-5.43	83	-3.28	32	-3.39	83	-5.66	32	-6.06	65	-3.73	-6.68	68	3	27
Q9HD40_19_462_4zdl.1.A_swissmodel_KYNU_PLP_1.dlg	-15.58	37	-15.54	79	-5.39	37	-7.07	79	-7.84	17	-7.02	-8.49	54	2	20
O75600_24_417_2jg2.1.A_swissmodel_KYNU_PLP_1.dlg	-12.33	16	-12.33	16	-5.53	16	-5.53	16	-6.22	79	-5.68	-7.04	75	1	18
Q9HD40_1_501_3hl2_pdb_KYNU_PLP_2.dlg	-15.35	62	-14.6	52	-8.44	62	-5.93	52	-7.56	57	-5.82	-8.63	46	3	13
P11216_1_843_5iko_pdb_KYNU_PLP_3.dlg	-14.24	97	-14.23	76	-6.42	97	-6.28	76	-6.96	86	-5.41	-7.9	92	2	34
Q16719_6_460_2hzp.1.A_swissmodel_KYNU_PLP_1.dlg	-10.56	51	-9.9	55	-4.75	51	-4.68	55	-4.68	55	-4.32	-7.4	41	2	18
P21549_1_392_4i8a_pdb_KYNU_PLP_2.dlg	-7.99	48	-5.73	41	-4.95	48	-4.22	41	-5.93	64	-3.98	-6.5	87	3	17
P04181_1_439_1oat_pdb_KYNU_PLP_1.dlg	-10.23	4	-9.59	72	-3.81	4	-5.5	72	-5.64	79	-5.26	-6.83	61	2	10
P04181_1_439_2byl_pdb_KYNU_PLP_1.dlg	-11.18	81	-11.18	81	-4.96	81	-4.96	81	-6.02	17	-4.68	-7.69	72	1	22
P06737_1_847_2zb2_pdb_KYNU_PLP_2.dlg	-13.65	80	-13.16	55	-6.1	80	-6.01	55	-7.71	72	-6.22	-7.77	99	3	21
Q99259_93_594_2okj_pdb_KYNU_PLP_2.dlg	-12.56	5	-11.14	2	-6.99	5	-6.64	2	-7.56	57	-5.85	-7.56	57	6	17
P17735_51_442_4ge9.1.A_swissmodel_KYNU_PLP_1.dlg	-10.24	57	-8.39	66	-5.03	57	-6.81	66	-6.81	66	-5.98	-6.81	66	4	27
Q9Y697_67_457_5kz5_pdb_KYNU_PLP_10.dlg
P11926_2_421_4zgy_pdb_KYNU_PLP_1.dlg	-12.28	33	-11.98	61	-6.31	33	-6.71	61	-6.71	61	-5.46	-7.23	11	2	14
O15382_28_392_5i5v_pdb_KYNU_PLP_1.dlg	-15.21	27	-13.47	16	-6.57	27	-6.63	16	-6.74	58	-5.97	-7.42	23	2	11
P80404_39_499_4y0d.1.A_swissmodel_KYNU_PLP_1.dlg	-13.39	9	-13.08	44	-7.62	9	-7.25	44	-7.59	16	-6.64	-8.05	42	2	57
Q8N5Z0_1_425_4geb_pdb_KYNU_PLP_2.dlg	-15.79	49	-15.78	24	-5.28	49	-5.79	24	-7.03	18	-5.97	-8.89	52	2	58
P04181_38_439_1gbn_pdb_KYNU_PLP_2.dlg	-11.04	90	-10.55	27	-5.99	90	-4.5	27	-6.22	98	-4.92	-7.37	50	4	27
P21549_1_392_1h0c_pdb_KYNU_PLP_1.dlg	-13.09	1	-13.09	1	-7.26	1	-7.26	1	-7.77	45	-6.46	-7.78	67	1	49
Q8N5Z0_1_425_3dc1_pdb_KYNU_PLP_2.dlg	-12.77	40	-12.77	40	-4.74	40	-4.74	40	-6.27	26	-4.98	-8.02	66	1	19
O15382_28_392_5bwx_pdb_KYNU_PLP_1.dlg	-14.62	9	-14.62	9	-7.42	9	-7.42	9	-7.65	15	-6.39	-8.62	12	1	33
Q16773_1_422_3fvs_pdb_KYNU_PLP_2.dlg	-14.32	87	-14.32	87	-6.77	87	-6.77	87	-7.97	25	-6.59	-7.97	25	1	76
Q9HD40_1_501_4zdo_pdb_KYNU_PLP_3.dlg	-13.67	21	-12.68	9	-6.96	21	-5.55	9	-6.23	42	-5.43	-7.72	35	4	12
Q9GZT4_1_340_3l6r_pdb_KYNU_PLP_1.dlg	-12.12	13	-12.12	13	-6.4	13	-6.4	13	-7.43	77	-6.42	-7.63	55	1	24
Q8IYQ7_1kl7.1.A_227_740_KYNU_PLP_2.dlg	-11.41	15	-11.41	15	-4.6	15	-4.6	15	-5.59	12	-4.68	-7.66	82	1	25
P22557_151_541_2bwp.1.A_swissmodel_KYNU_PLP_1.dlg	-8.2	59	-7.4	40	-5.19	59	-4.0	40	-4.4	93	-2.56	-6.64	25	2	33
P32929_1_405_3elp_pdb_KYNU_PLP_2.dlg	-10.84	62	-10.56	83	-3.38	62	-6.03	83	-6.16	78	-5.59	-6.84	75	3	7
O15382_28_392_5bwv_pdb_KYNU_PLP_2.dlg	-15.38	18	-15.38	18	-6.84	18	-6.84	18	-7.99	91	-6.98	-8.33	5	1	31
P11217_13_837_3zcp.1.A_swissmodel_KYNU_PLP_2.dlg	-13.96	82	-13.96	82	-7.07	82	-7.07	82	-7.82	32	-7.23	-7.93	76	1	11
P22557_194_547_1fc4.1.A_swissmodel_KYNU_PLP_1.dlg	-11.91	58	-11.91	58	-5.87	58	-5.87	58	-6.0	4	-4.25	-6.0	4	1	80
P54687_21_386_2abj.1.A_swissmodel_KYNU_PLP_2.dlg	-11.86	97	-11.7	94	-5.63	97	-6.62	94	-6.95	44	-5.84	-6.95	44	2	12
Q96GA7_11_328_2rkb.1.A_swissmodel_KYNU_PLP_1.dlg	-12.82	9	-12.82	9	-6.12	9	-6.12	9	-7.62	32	-5.8	-7.92	44	1	19
P24298_19_495_3tcm.1.A_swissmodel_KYNU_PLP_2.dlg	-4.35	35	-4.35	35	-1.2	35	-1.2	35	-3.38	69	1.07	-6.49	4	1	17
P34897_22_504_4pvf_pdb_KYNU_PLP_3.dlg	-11.81	69	-10.99	60	-7.72	69	-6.8	60	-7.51	24	-6.04	-8.06	74	2	32
O15382_28_392_1ekf_pdb_KYNU_PLP_2.dlg	-14.26	9	-14.26	9	-6.1	9	-6.1	9	-7.31	45	-6.24	-8.42	15	1	26
P21549_1_392_4cbs_pdb_KYNU_PLP_1.dlg	-8.71	73	-8.71	73	-3.25	73	-3.25	73	-4.66	11	-1.71	-6.1	56	1	36
O15382_28_392_1ekp_pdb_KYNU_PLP_2.dlg	-14.33	1	-14.33	1	-6.95	1	-6.95	1	-7.22	32	-6.02	-9.5	48	1	50
O15382_28_392_5i5s_pdb_KYNU_PLP_1.dlg	-15.36	48	-15.36	48	-7.13	48	-7.13	48	-8.15	97	-6.91	-8.91	63	1	16
P32929_1_402_3cog_pdb_KYNU_PLP_2.dlg	-10.33	91	-9.74	40	-6.63	91	-3.55	40	-4.31	9	-3.09	-6.8	53	2	19
P20132_1_328_4h27_pdb_KYNU_PLP_1.dlg	-11.6	58	-11.5	6	-4.86	58	-6.35	6	-7.53	28	-6.96	-8.07	56	3	12
O15382_28_392_1ekv_pdb_KYNU_PLP_2.dlg	-15.4	27	-15.37	92	-6.88	27	-7.62	92	-7.69	28	-6.38	-8.96	90	2	38
P04181_1_439_2oat_pdb_KYNU_PLP_4.dlg	-12.21	40	-10.9	48	-7.62	40	-4.74	48	-6.52	67	-5.4	-7.62	40	5	33
Q8TBG4_7_438_4ysn.1.A_swissmodel_KYNU_PLP_3.dlg	-3.68	61	-3.68	61	-3.85	61	-3.85	61	-4.24	49	-0.05	-4.73	93	1	15
Q9GZT4_3_329_3l6r.1.A_swissmodel_KYNU_PLP_1.dlg	-11.75	94	-11.75	94	-6.1	94	-6.1	94	-6.66	90	-5.25	-7.39	58	1	29
O15382_28_392_2a1h_pdb_KYNU_PLP_1.dlg	-14.5	12	-13.41	100	-5.12	12	-6.26	100	-6.72	89	-5.82	-9.86	70	3	25
P11926_1_461_5bwa_pdb_KYNU_PLP_1.dlg	-13.22	39	-13.22	39	-5.14	39	-5.14	39	-5.9	49	-4.89	-8.72	50	1	34
P23378_53_1006_4lgl.1.A_swissmodel_KYNU_PLP_1.dlg	-9.5	47	-9.06	21	-5.76	47	-4.14	21	-5.63	52	-4.27	-6.5	15	2	22
Q16773_1_422_4wp0_pdb_KYNU_PLP_2.dlg	-13.57	8	-13.57	8	-7.21	8	-7.21	8	-7.67	30	-6.17	-7.71	14	1	64
P00505_32_430_5ax8.2.B_swissmodel_KYNU_PLP_2.dlg	-14.5	24	-12.2	93	-5.3	24	-4.36	93	-5.04	19	-4.46	-9.0	13	15	8
Q8N5Z0_1_425_3dc1_pdb_KYNU_PLP_1.dlg	-14.38	64	-14.38	64	-5.86	64	-5.86	64	-6.7	97	-5.7	-7.17	4	1	38
P13196_199_595_2bwp.1.A_swissmodel_KYNU_PLP_1.dlg	-7.33	88	-7.05	89	-5.45	88	-5.01	89	-5.01	89	-2.91	-5.93	14	2	35
Q8NHS2_5_399_3wzf.1.A_swissmodel_KYNU_PLP_2.dlg	-10.21	36	-9.75	20	-5.02	36	-5.14	20	-5.39	63	-4.63	-7.11	97	3	7
P32929_10_399_3cog.1.A_swissmodel_KYNU_PLP_1.dlg	-6.87	35	0.9	42	-2.12	35	-1.04	42	-3.58	85	1.12	-6.19	19	6	23
Q8N5Z0_1_425_5eun_pdb_KYNU_PLP_1.dlg	-13.04	80	-12.7	21	-3.22	80	-3.75	21	-4.56	31	-3.23	-8.01	48	2	39
Q9HD40_1_501_3hl2_pdb_KYNU_PLP_1.dlg	-14.6	68	-14.6	68	-6.88	68	-6.88	68	-7.88	93	-5.9	-8.17	47	1	24
Q9Y697_67_457_5kz5_pdb_KYNU_PLP_1.dlg
P80404_39_499_4y0d.1.A_swissmodel_KYNU_PLP_2.dlg	-13.67	4	-13.67	4	-7.58	4	-7.58	4	-7.63	19	-6.32	-7.76	46	1	55
P34897_43_504_4pvf.1.A_swissmodel_KYNU_PLP_2.dlg	-10.66	73	-10.03	39	-4.88	73	-6.62	39	-6.89	27	-5.54	-6.89	27	2	21
Q8N5Z0_1_425_3ue8_pdb_KYNU_PLP_2.dlg	-13.69	37	-13.69	37	-6.08	37	-6.08	37	-6.35	14	-5.52	-8.27	69	1	44
Q9HD40_1_501_4zdo_pdb_KYNU_PLP_1.dlg	-12.8	80	-12.76	75	-6.12	80	-6.67	75	-6.67	75	-5.64	-7.46	3	2	15
P22557_151_541_2bwp.1.A_swissmodel_KYNU_PLP_2.dlg	-9.65	33	-7.88	26	-4.4	33	-4.76	26	-4.76	26	-3.99	-6.57	14	7	14
Q9HD40_1_501_4zdl_pdb_KYNU_PLP_3.dlg	-13.64	70	-13.64	70	-6.18	70	-6.18	70	-7.43	78	-6.49	-7.94	80	1	19
Q16773_1_422_1w7m_pdb_KYNU_PLP_2.dlg	-13.94	42	-13.94	42	-7.52	42	-7.52	42	-7.64	99	-5.88	-7.64	99	1	52
P06737_1_847_1exv_pdb_KYNU_PLP_1.dlg	-13.23	42	-12.76	23	-7.04	42	-8.32	23	-8.32	23	-7.07	-8.32	23	4	16
Q99259_90_594_3vp6_pdb_KYNU_PLP_2.dlg	-13.85	2	-12.27	87	-4.96	2	-6.49	87	-6.93	10	-5.4	-7.25	98	2	16
O15382_28_392_5i5u_pdb_KYNU_PLP_1.dlg	-15.67	15	-15.67	15	-7.45	15	-7.45	15	-7.87	87	-6.56	-8.48	91	1	39
Q9Y697_56_457_5usr.1.A_swissmodel_KYNU_PLP_1.dlg	-10.93	56	-9.24	44	-7.03	56	-4.02	44	-4.02	44	-3.25	-7.1	27	6	14
Q16773_1_422_1w7n_pdb_KYNU_PLP_1.dlg	-17.03	43	-17.03	43	-7.43	43	-7.43	43	-7.51	93	-6.18	-7.51	93	1	49
P21549_1_392_4cbr_pdb_KYNU_PLP_1.dlg	-12.63	96	-12.63	96	-7.55	96	-7.55	96	-8.2	79	-6.48	-8.2	79	1	56
P17735_41_444_3dyd_pdb_KYNU_PLP_1.dlg	-12.1	28	-12.1	28	-4.29	28	-4.29	28	-4.74	48	-3.58	-7.9	41	1	13
Q99259_90_594_3vp6_pdb_KYNU_PLP_1.dlg	-12.93	73	-12.93	73	-3.63	73	-3.63	73	-4.4	75	-3.36	-6.96	72	1	16
Q8IUZ5_10_438_5g4i.1.A_swissmodel_KYNU_PLP_2.dlg	-13.78	98	-13.24	82	-6.94	98	-5.55	82	-5.7	26	-4.99	-9.12	48	2	15
Q8IUZ5_10_438_5g4i.1.A_swissmodel_KYNU_PLP_1.dlg	-13.96	7	-12.85	51	-9.24	7	-5.22	51	-5.57	36	-5.09	-9.24	7	7	7
P06737_1_847_1l5r_pdb_KYNU_PLP_3.dlg	-12.73	81	-11.45	22	-8.37	81	-6.54	22	-6.54	22	-5.87	-8.63	72	8	11
Q8N5Z0_1_425_4ge9_pdb_KYNU_PLP_2.dlg	-15.16	1	-15.16	1	-7.01	1	-7.01	1	-7.18	58	-6.6	-8.33	55	1	21
P21549_1_392_4kyo_pdb_KYNU_PLP_1.dlg	-7.61	87	-7.61	87	-6.0	87	-6.0	87	-6.33	17	-5.02	-7.87	23	1	17
Q9HD40_1_501_4zdl_pdb_KYNU_PLP_4.dlg	-15.38	100	-14.11	23	-7.86	100	-6.79	23	-6.95	24	-6.41	-8.43	31	5	15
P32929_1_402_3cog_pdb_KYNU_PLP_4.dlg	-5.88	19	-5.88	19	-3.17	19	-3.17	19	-3.99	83	-2.26	-7.16	88	1	22
O75600_41_418_3tqx.1.A_swissmodel_KYNU_PLP_1.dlg	-12.72	74	-12.72	74	-7.89	74	-7.89	74	-8.01	72	-7.05	-8.01	72	1	31
